rank,count,probability,ci_low,ci_high,advanced_third_groups,group_orders
162,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/F/G/J,A:Czech Republic > South Korea > Mexico > South Africa | B:Canada > Bosnia and Herzegovina > Qatar > Switzerland | C:Haiti > Brazil > Scotland > Morocco | D:United States > Turkey > Paraguay > Australia | E:Ivory Coast > Curaçao > Germany > Ecuador | F:Netherlands > Japan > Tunisia > Sweden | G:Iran > Belgium > New Zealand > Egypt | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:Senegal > France > Iraq > Norway | J:Argentina > Jordan > Austria > Algeria | K:Colombia > Dem. Rep. of Congo > Portugal > Uzbekistan | L:Croatia > Panama > England > Ghana
163,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/E/F/H/I/J/K,A:Mexico > Czech Republic > South Korea > South Africa | B:Bosnia and Herzegovina > Canada > Switzerland > Qatar | C:Brazil > Scotland > Morocco > Haiti | D:Turkey > United States > Paraguay > Australia | E:Germany > Curaçao > Ecuador > Ivory Coast | F:Tunisia > Japan > Sweden > Netherlands | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:Norway > Senegal > France > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Croatia > Panama > England > Ghana
164,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/F/G/K/L,A:South Africa > South Korea > Czech Republic > Mexico | B:Switzerland > Canada > Qatar > Bosnia and Herzegovina | C:Scotland > Brazil > Morocco > Haiti | D:Australia > United States > Paraguay > Turkey | E:Ivory Coast > Curaçao > Germany > Ecuador | F:Netherlands > Tunisia > Japan > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Cape Verde > Spain > Saudi Arabia > Uruguay | I:Norway > Senegal > Iraq > France | J:Austria > Jordan > Argentina > Algeria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Panama > England > Croatia > Ghana
165,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/F/H/I/K,A:Mexico > South Korea > South Africa > Czech Republic | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Australia > Paraguay > Turkey > United States | E:Ivory Coast > Germany > Ecuador > Curaçao | F:Netherlands > Japan > Tunisia > Sweden | G:Egypt > Iran > New Zealand > Belgium | H:Uruguay > Cape Verde > Spain > Saudi Arabia | I:Norway > Iraq > France > Senegal | J:Austria > Argentina > Jordan > Algeria | K:Colombia > Uzbekistan > Dem. Rep. of Congo > Portugal | L:Croatia > England > Panama > Ghana
166,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/E/F/H/I/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Switzerland > Bosnia and Herzegovina > Qatar > Canada | C:Brazil > Morocco > Haiti > Scotland | D:United States > Turkey > Australia > Paraguay | E:Ivory Coast > Curaçao > Ecuador > Germany | F:Japan > Tunisia > Netherlands > Sweden | G:Belgium > Egypt > New Zealand > Iran | H:Saudi Arabia > Spain > Uruguay > Cape Verde | I:Iraq > Norway > Senegal > France | J:Jordan > Austria > Argentina > Algeria | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Ghana > Panama
167,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/G/H/I/J,A:Czech Republic > Mexico > South Korea > South Africa | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Haiti > Scotland > Morocco | D:Australia > United States > Paraguay > Turkey | E:Ivory Coast > Ecuador > Germany > Curaçao | F:Japan > Netherlands > Sweden > Tunisia | G:New Zealand > Egypt > Belgium > Iran | H:Spain > Saudi Arabia > Uruguay > Cape Verde | I:France > Iraq > Senegal > Norway | J:Austria > Argentina > Algeria > Jordan | K:Colombia > Uzbekistan > Dem. Rep. of Congo > Portugal | L:England > Ghana > Croatia > Panama
168,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/F/H/I/L,A:Czech Republic > South Korea > Mexico > South Africa | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Scotland > Morocco > Brazil > Haiti | D:Australia > United States > Paraguay > Turkey | E:Ivory Coast > Germany > Ecuador > Curaçao | F:Sweden > Japan > Netherlands > Tunisia | G:Belgium > Egypt > Iran > New Zealand | H:Spain > Saudi Arabia > Uruguay > Cape Verde | I:Norway > Iraq > France > Senegal | J:Algeria > Argentina > Austria > Jordan | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:England > Panama > Croatia > Ghana
169,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/E/F/G/K/L,A:Mexico > South Africa > South Korea > Czech Republic | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Scotland > Morocco > Haiti > Brazil | D:Turkey > Australia > United States > Paraguay | E:Germany > Ecuador > Curaçao > Ivory Coast | F:Sweden > Tunisia > Japan > Netherlands | G:Iran > New Zealand > Belgium > Egypt | H:Uruguay > Saudi Arabia > Cape Verde > Spain | I:Iraq > France > Senegal > Norway | J:Argentina > Jordan > Austria > Algeria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Croatia > England > Panama > Ghana
170,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/E/F/G/H/K,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Switzerland > Qatar > Bosnia and Herzegovina | C:Morocco > Brazil > Scotland > Haiti | D:Turkey > United States > Paraguay > Australia | E:Germany > Ecuador > Curaçao > Ivory Coast | F:Japan > Netherlands > Tunisia > Sweden | G:Belgium > New Zealand > Iran > Egypt | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Norway > Senegal > Iraq | J:Argentina > Algeria > Jordan > Austria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Croatia > England > Panama > Ghana
171,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/I/J/K/L,A:Czech Republic > Mexico > South Korea > South Africa | B:Switzerland > Qatar > Bosnia and Herzegovina > Canada | C:Morocco > Haiti > Brazil > Scotland | D:Australia > Turkey > United States > Paraguay | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Japan > Netherlands > Sweden > Tunisia | G:New Zealand > Belgium > Iran > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Norway > France > Senegal > Iraq | J:Argentina > Austria > Jordan > Algeria | K:Uzbekistan > Portugal > Colombia > Dem. Rep. of Congo | L:Croatia > England > Panama > Ghana
172,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/G/H/I/J/K/L,A:Mexico > South Korea > Czech Republic > South Africa | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Morocco > Brazil > Scotland > Haiti | D:Turkey > Australia > Paraguay > United States | E:Curaçao > Ecuador > Germany > Ivory Coast | F:Japan > Sweden > Tunisia > Netherlands | G:Iran > New Zealand > Belgium > Egypt | H:Spain > Saudi Arabia > Uruguay > Cape Verde | I:France > Norway > Iraq > Senegal | J:Argentina > Jordan > Austria > Algeria | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:Panama > Croatia > England > Ghana
173,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/F/H/J/K/L,A:South Korea > South Africa > Mexico > Czech Republic | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Brazil > Scotland > Haiti > Morocco | D:Turkey > United States > Australia > Paraguay | E:Ecuador > Germany > Curaçao > Ivory Coast | F:Japan > Netherlands > Tunisia > Sweden | G:Egypt > Belgium > Iran > New Zealand | H:Uruguay > Cape Verde > Saudi Arabia > Spain | I:France > Norway > Iraq > Senegal | J:Argentina > Algeria > Jordan > Austria | K:Dem. Rep. of Congo > Portugal > Colombia > Uzbekistan | L:Croatia > England > Panama > Ghana
174,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,D/E/F/G/I/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Paraguay > United States > Australia > Turkey | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Japan > Tunisia > Sweden | G:Egypt > Iran > Belgium > New Zealand | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:Senegal > France > Norway > Iraq | J:Argentina > Algeria > Austria > Jordan | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:Croatia > England > Ghana > Panama
175,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,C/D/F/G/I/J/K/L,A:Czech Republic > South Korea > Mexico > South Africa | B:Canada > Qatar > Switzerland > Bosnia and Herzegovina | C:Morocco > Brazil > Scotland > Haiti | D:Australia > United States > Paraguay > Turkey | E:Ivory Coast > Ecuador > Germany > Curaçao | F:Netherlands > Sweden > Japan > Tunisia | G:Egypt > Belgium > Iran > New Zealand | H:Spain > Saudi Arabia > Cape Verde > Uruguay | I:Norway > France > Iraq > Senegal | J:Algeria > Argentina > Jordan > Austria | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Panama > Ghana
176,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/D/E/F/G/H/I/J,A:Mexico > South Korea > South Africa > Czech Republic | B:Bosnia and Herzegovina > Canada > Switzerland > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Paraguay > United States > Turkey > Australia | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Belgium > Egypt > New Zealand > Iran | H:Uruguay > Spain > Cape Verde > Saudi Arabia | I:France > Norway > Senegal > Iraq | J:Jordan > Austria > Argentina > Algeria | K:Dem. Rep. of Congo > Portugal > Colombia > Uzbekistan | L:Croatia > Panama > England > Ghana
177,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/D/E/G/H/J,A:Czech Republic > Mexico > South Korea > South Africa | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Brazil > Haiti > Scotland > Morocco | D:Paraguay > Turkey > Australia > United States | E:Curaçao > Ivory Coast > Germany > Ecuador | F:Japan > Netherlands > Tunisia > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Uruguay > Saudi Arabia > Cape Verde > Spain | I:Iraq > Senegal > Norway > France | J:Algeria > Argentina > Jordan > Austria | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:Croatia > Panama > Ghana > England
178,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/E/F/H/I/K,A:South Korea > Czech Republic > South Africa > Mexico | B:Bosnia and Herzegovina > Switzerland > Qatar > Canada | C:Morocco > Brazil > Scotland > Haiti | D:Australia > Turkey > United States > Paraguay | E:Ivory Coast > Ecuador > Germany > Curaçao | F:Sweden > Netherlands > Japan > Tunisia | G:Belgium > New Zealand > Egypt > Iran | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Senegal > Norway > Iraq | J:Argentina > Jordan > Algeria > Austria | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:Ghana > Croatia > Panama > England
179,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/E/F/G/J/L,A:South Korea > Czech Republic > Mexico > South Africa | B:Bosnia and Herzegovina > Canada > Qatar > Switzerland | C:Brazil > Scotland > Morocco > Haiti | D:Australia > Turkey > United States > Paraguay | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Japan > Netherlands > Tunisia > Sweden | G:Iran > Belgium > Egypt > New Zealand | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:France > Iraq > Senegal > Norway | J:Austria > Argentina > Algeria > Jordan | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:England > Croatia > Panama > Ghana
180,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/E/F/G/J/K/L,A:South Korea > Mexico > Czech Republic > South Africa | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Scotland > Brazil > Haiti > Morocco | D:Paraguay > Australia > Turkey > United States | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Japan > Tunisia > Netherlands > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Uruguay > Saudi Arabia > Spain > Cape Verde | I:Senegal > France > Norway > Iraq | J:Algeria > Argentina > Austria > Jordan | K:Colombia > Dem. Rep. of Congo > Portugal > Uzbekistan | L:Panama > England > Croatia > Ghana
181,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/F/G/H/I/K/L,A:South Korea > South Africa > Czech Republic > Mexico | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Australia > Paraguay > United States > Turkey | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Tunisia > Japan > Sweden | G:Egypt > Iran > New Zealand > Belgium | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Iraq > Norway > Senegal | J:Argentina > Jordan > Austria > Algeria | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:Ghana > Panama > England > Croatia
182,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/C/F/G/H/I/K,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Brazil > Morocco > Scotland > Haiti | D:Turkey > Paraguay > Australia > United States | E:Ecuador > Ivory Coast > Germany > Curaçao | F:Netherlands > Japan > Sweden > Tunisia | G:Egypt > New Zealand > Iran > Belgium | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Iraq > France > Senegal > Norway | J:Austria > Argentina > Algeria > Jordan | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:Croatia > England > Ghana > Panama
183,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/E/G/H/I/J/K/L,A:South Korea > Mexico > Czech Republic > South Africa | B:Switzerland > Bosnia and Herzegovina > Canada > Qatar | C:Brazil > Haiti > Scotland > Morocco | D:Turkey > Australia > Paraguay > United States | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Tunisia > Japan > Sweden | G:Iran > Egypt > Belgium > New Zealand | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:France > Senegal > Norway > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:Croatia > England > Ghana > Panama
184,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,C/D/E/F/G/J/K/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Scotland > Morocco > Haiti | D:Turkey > Paraguay > United States > Australia | E:Ivory Coast > Ecuador > Curaçao > Germany | F:Sweden > Netherlands > Tunisia > Japan | G:Belgium > Egypt > Iran > New Zealand | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:France > Iraq > Norway > Senegal | J:Jordan > Argentina > Algeria > Austria | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:Panama > England > Ghana > Croatia
185,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/E/F/H/I/J/L,A:Czech Republic > South Africa > Mexico > South Korea | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Morocco > Scotland > Haiti > Brazil | D:Paraguay > United States > Australia > Turkey | E:Ivory Coast > Ecuador > Curaçao > Germany | F:Japan > Netherlands > Sweden > Tunisia | G:Egypt > Belgium > Iran > New Zealand | H:Uruguay > Saudi Arabia > Spain > Cape Verde | I:France > Norway > Iraq > Senegal | J:Algeria > Argentina > Jordan > Austria | K:Colombia > Portugal > Dem. Rep. of Congo > Uzbekistan | L:Croatia > England > Ghana > Panama
186,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/D/G/I/J/K/L,A:Mexico > South Korea > Czech Republic > South Africa | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Haiti > Brazil > Morocco > Scotland | D:Turkey > Australia > United States > Paraguay | E:Germany > Ecuador > Curaçao > Ivory Coast | F:Netherlands > Japan > Tunisia > Sweden | G:Belgium > Egypt > Iran > New Zealand | H:Uruguay > Cape Verde > Spain > Saudi Arabia | I:France > Norway > Senegal > Iraq | J:Argentina > Austria > Algeria > Jordan | K:Uzbekistan > Portugal > Colombia > Dem. Rep. of Congo | L:Panama > England > Croatia > Ghana
187,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/F/G/H/I/K/L,A:Mexico > South Africa > South Korea > Czech Republic | B:Canada > Bosnia and Herzegovina > Switzerland > Qatar | C:Brazil > Morocco > Scotland > Haiti | D:Turkey > Australia > United States > Paraguay | E:Germany > Ecuador > Curaçao > Ivory Coast | F:Japan > Netherlands > Sweden > Tunisia | G:New Zealand > Belgium > Iran > Egypt | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Iraq > Senegal > France > Norway | J:Argentina > Algeria > Austria > Jordan | K:Uzbekistan > Portugal > Colombia > Dem. Rep. of Congo | L:Croatia > England > Ghana > Panama
188,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/E/F/H/I/J/K,A:South Korea > Mexico > Czech Republic > South Africa | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Morocco > Haiti > Scotland | D:Paraguay > United States > Turkey > Australia | E:Curaçao > Germany > Ivory Coast > Ecuador | F:Netherlands > Sweden > Japan > Tunisia | G:Iran > Belgium > Egypt > New Zealand | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:France > Senegal > Norway > Iraq | J:Austria > Algeria > Argentina > Jordan | K:Portugal > Dem. Rep. of Congo > Colombia > Uzbekistan | L:England > Panama > Croatia > Ghana
189,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/E/F/H/I/J/K,A:Czech Republic > South Africa > South Korea > Mexico | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Scotland > Haiti > Brazil > Morocco | D:United States > Paraguay > Turkey > Australia | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Netherlands > Sweden > Japan > Tunisia | G:Belgium > New Zealand > Egypt > Iran | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Iraq > Senegal > France > Norway | J:Algeria > Austria > Jordan > Argentina | K:Portugal > Uzbekistan > Colombia > Dem. Rep. of Congo | L:England > Panama > Ghana > Croatia
190,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,D/E/F/G/H/I/K/L,A:South Africa > Mexico > South Korea > Czech Republic | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Scotland > Brazil > Morocco > Haiti | D:Paraguay > Australia > Turkey > United States | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Sweden > Japan > Netherlands > Tunisia | G:Egypt > New Zealand > Iran > Belgium | H:Saudi Arabia > Uruguay > Cape Verde > Spain | I:France > Iraq > Norway > Senegal | J:Argentina > Jordan > Algeria > Austria | K:Portugal > Colombia > Uzbekistan > Dem. Rep. of Congo | L:Croatia > England > Panama > Ghana
191,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/G/I/J/K,A:Mexico > South Korea > Czech Republic > South Africa | B:Bosnia and Herzegovina > Switzerland > Qatar > Canada | C:Brazil > Haiti > Morocco > Scotland | D:Turkey > Paraguay > United States > Australia | E:Ecuador > Curaçao > Germany > Ivory Coast | F:Netherlands > Sweden > Japan > Tunisia | G:Iran > Belgium > Egypt > New Zealand | H:Spain > Cape Verde > Saudi Arabia > Uruguay | I:Senegal > France > Iraq > Norway | J:Argentina > Algeria > Austria > Jordan | K:Dem. Rep. of Congo > Portugal > Colombia > Uzbekistan | L:Croatia > Panama > England > Ghana
192,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/C/D/E/G/H/I/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Bosnia and Herzegovina > Canada > Qatar > Switzerland | C:Scotland > Haiti > Brazil > Morocco | D:United States > Paraguay > Australia > Turkey | E:Ecuador > Germany > Curaçao > Ivory Coast | F:Netherlands > Japan > Sweden > Tunisia | G:Belgium > Egypt > Iran > New Zealand | H:Saudi Arabia > Cape Verde > Uruguay > Spain | I:Senegal > Norway > France > Iraq | J:Jordan > Argentina > Algeria > Austria | K:Portugal > Colombia > Dem. Rep. of Congo > Uzbekistan | L:Croatia > Panama > England > Ghana
193,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,D/E/F/H/I/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Bosnia and Herzegovina > Qatar > Switzerland | C:Brazil > Morocco > Scotland > Haiti | D:Australia > Turkey > Paraguay > United States | E:Ivory Coast > Ecuador > Curaçao > Germany | F:Japan > Sweden > Tunisia > Netherlands | G:Belgium > Egypt > Iran > New Zealand | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Iraq > France > Norway > Senegal | J:Austria > Argentina > Jordan > Algeria | K:Colombia > Dem. Rep. of Congo > Portugal > Uzbekistan | L:Croatia > Ghana > England > Panama
194,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/D/E/F/G/I/J/L,A:Mexico > Czech Republic > South Africa > South Korea | B:Canada > Switzerland > Bosnia and Herzegovina > Qatar | C:Morocco > Brazil > Haiti > Scotland | D:Paraguay > Turkey > Australia > United States | E:Germany > Ecuador > Ivory Coast > Curaçao | F:Netherlands > Sweden > Japan > Tunisia | G:Belgium > Egypt > New Zealand > Iran | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Norway > Iraq > Senegal | J:Jordan > Algeria > Austria > Argentina | K:Colombia > Uzbekistan > Dem. Rep. of Congo > Portugal | L:England > Croatia > Panama > Ghana
195,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/D/E/F/G/H/K/L,A:Mexico > South Korea > Czech Republic > South Africa | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Scotland > Morocco > Haiti | D:United States > Paraguay > Turkey > Australia | E:Ivory Coast > Germany > Ecuador > Curaçao | F:Netherlands > Sweden > Tunisia > Japan | G:Belgium > Egypt > New Zealand > Iran | H:Uruguay > Spain > Saudi Arabia > Cape Verde | I:Senegal > Iraq > France > Norway | J:Austria > Argentina > Algeria > Jordan | K:Uzbekistan > Colombia > Dem. Rep. of Congo > Portugal | L:Croatia > Ghana > England > Panama
196,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/F/G/H/K/L,A:South Africa > Czech Republic > Mexico > South Korea | B:Canada > Qatar > Bosnia and Herzegovina > Switzerland | C:Brazil > Scotland > Morocco > Haiti | D:Turkey > Paraguay > United States > Australia | E:Ecuador > Ivory Coast > Curaçao > Germany | F:Netherlands > Tunisia > Japan > Sweden | G:Egypt > Belgium > Iran > New Zealand | H:Spain > Uruguay > Saudi Arabia > Cape Verde | I:Senegal > France > Norway > Iraq | J:Austria > Jordan > Algeria > Argentina | K:Colombia > Dem. Rep. of Congo > Portugal > Uzbekistan | L:England > Croatia > Ghana > Panama
197,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/D/E/F/G/H/I,A:Mexico > Czech Republic > South Korea > South Africa | B:Switzerland > Qatar > Canada > Bosnia and Herzegovina | C:Scotland > Morocco > Brazil > Haiti | D:United States > Turkey > Australia > Paraguay | E:Germany > Curaçao > Ecuador > Ivory Coast | F:Japan > Netherlands > Sweden > Tunisia | G:Iran > Egypt > New Zealand > Belgium | H:Saudi Arabia > Spain > Cape Verde > Uruguay | I:Norway > Senegal > France > Iraq | J:Jordan > Argentina > Austria > Algeria | K:Colombia > Portugal > Uzbekistan > Dem. Rep. of Congo | L:Ghana > Croatia > Panama > England
198,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,D/E/G/H/I/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Canada > Bosnia and Herzegovina > Qatar > Switzerland | C:Brazil > Morocco > Scotland > Haiti | D:Paraguay > Australia > United States > Turkey | E:Germany > Ivory Coast > Ecuador > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Iran > Belgium > Egypt > New Zealand | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:France > Norway > Iraq > Senegal | J:Austria > Argentina > Algeria > Jordan | K:Dem. Rep. of Congo > Portugal > Colombia > Uzbekistan | L:England > Ghana > Croatia > Panama
199,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,B/C/E/F/I/J/K/L,A:Mexico > South Korea > South Africa > Czech Republic | B:Bosnia and Herzegovina > Switzerland > Canada > Qatar | C:Morocco > Haiti > Brazil > Scotland | D:Australia > Turkey > United States > Paraguay | E:Curaçao > Ivory Coast > Ecuador > Germany | F:Netherlands > Japan > Sweden > Tunisia | G:Egypt > Iran > New Zealand > Belgium | H:Spain > Cape Verde > Uruguay > Saudi Arabia | I:Senegal > Iraq > Norway > France | J:Algeria > Argentina > Jordan > Austria | K:Colombia > Uzbekistan > Portugal > Dem. Rep. of Congo | L:Croatia > Ghana > Panama > England
200,1,1e-05,1.7652477303783194e-06,5.664709659040964e-05,A/B/E/G/I/J/K/L,A:Mexico > Czech Republic > South Korea > South Africa | B:Switzerland > Canada > Bosnia and Herzegovina > Qatar | C:Brazil > Scotland > Morocco > Haiti | D:Paraguay > United States > Turkey > Australia | E:Ecuador > Germany > Ivory Coast > Curaçao | F:Japan > Netherlands > Tunisia > Sweden | G:Belgium > Iran > Egypt > New Zealand | H:Spain > Uruguay > Cape Verde > Saudi Arabia | I:Norway > Iraq > Senegal > France | J:Jordan > Austria > Algeria > Argentina | K:Dem. Rep. of Congo > Portugal > Colombia > Uzbekistan | L:England > Panama > Ghana > Croatia
